id,product_price,product_quantity,product_category,product_ratings_average,product_name,user_id
e44ceea6-9cf3-46a5-bd1e-68746f5725ef,257184.64,10,Bath Salts,5,L’Oreal Paris 5% Glycolic Acid Peeling Toner 180ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
624734ed-a652-4d51-bf30-5669efdd3b8f,742607.84,50,Cream,4,L'Oréal Paris Rosy Ritual Gift Set: Your Revitalising Duo to Re-Activate Skin's Rosy Glow,8c4451cf-3617-4d71-b003-c09d2eb5aa53
16bc28b5-8ffd-4b8d-be35-d8fe4e32f77a,172651.84,24,Serum,5,L'Oréal Paris Dermo Expertise Triple Active Day Multi-Protection Moisturiser - Dry / Sensitive Skin (50ml),8c4451cf-3617-4d71-b003-c09d2eb5aa53
2485ebaf-bf77-476e-8198-301570a7b937,691375.84,6,Moisturizer,4,L'Oréal Paris Retinol and Niacinamide Night Cream Revitalift Laser Pressed Cream 50ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
865def03-ca2d-46a3-8c1b-3a31e289d40c,368614.24,7,Serum,5,L'Oreal Paris Age Perfect Golden Age Day Cream SPF20 50ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
b6185f88-24df-4390-9676-bf14ca4af3f2,428811.84,69,Bath Salts,4,L'Oréal Paris 1.5% Hyaluronic Acid Revitalift Filler Serum 30ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
5ac6f648-ddd7-464e-a6d4-f25d03cb0eba,138070.24,3,Exfoliator,5,L'Oreal Men Expert Hydra Energetic Deep Exfoliating Face Scrub 100ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
44c7ce8f-c337-4c63-baca-576dd411f987,204671.84,50,Bath Salts,4,L'Oréal Paris Revitalift Clinical Vitamin C Cleanser 150ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
4133c0bc-a1cf-4460-92cd-81d5d9a1bd24,342998.24,21,Bath Salts,5,L’Oréal Paris Revitalift Filler Renew Eye Cream (15ml),8c4451cf-3617-4d71-b003-c09d2eb5aa53
a4af6c8b-ed7f-4cf2-ab84-85d03c651abc,256160,126,Serum,5,L'Oréal Paris Revitalift Clinical Vitamin C UV Fluid SPF 50+ Moisturiser 50ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
b8afbb1e-bf0a-4057-ba21-384daef0d72d,806647.84,4,Exfoliator,5,L'Oreal Paris Hyaluronic Acid Revitalift Filler Serum 50ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
7663afce-0e1b-488d-b5ca-020f2f8868d2,126543.04,37,Serum,5,L'Oréal Paris Absolute Eye and Lip Make-Up Remover 125ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
081930e8-c85a-421d-9961-92e1ac4e3a48,691375.84,4,Cream,5,L'Oréal Paris Revitalift Laser Renew Night Cream 50ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
984c179b-ee49-45a7-88d8-fbb67a035fcb,870944,50,Hair,4,Lab Series Oil Control Moisturiser 50ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
e46cde39-a1f9-41a7-90f3-7a33f92c8ec6,512063.84,5,Exfoliator,5,L'Oréal Paris Age Perfect Nutrition Intense Supreme Repairing Serum,8c4451cf-3617-4d71-b003-c09d2eb5aa53
a3aca1d5-9dec-469c-8596-61679aa10f27,691375.84,4,Cream,5,L'Oréal Paris Dermo Expertise Revitalift Laser Renew Precision Eye Cream - Triple Action (15ml),8c4451cf-3617-4d71-b003-c09d2eb5aa53
08299e7b-16db-4d3d-8449-5955426ed4d7,342998.24,8,Moisturizer,5,L'Oréal Paris Revitalift Filler [+ Hyaluronic Acid] Eye Cream 30ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
e75c860f-52c4-4075-960b-0ec6edd42cff,384240,65,Moisturizer,5,L'Oréal Paris Revitalift Clinical 12% Pure Vitamin C Serum 30ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
dd9ba306-bfcd-4939-b87c-5d75a9bc411b,514625.44,21,Body Wash,4,L'Oreal Paris Midnight Serum Cell Renew Age Perfect Anti-Oxidant Recovery Complex Night Serum 30ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
c16218ae-8215-4015-96f9-47e5c4e709c1,230287.84,10,Moisturizer,5,L'Oréal Paris Smooth Sugars Glowing Sugar Scrub 50ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
68d0c2aa-5995-423c-aca2-039092f3c466,222859.2,25,Body Wash,5,L'Oréal Paris Dermo Expertise Revitalift Anti-Wrinkle + Firming Night Cream (50ml),8c4451cf-3617-4d71-b003-c09d2eb5aa53
2353a737-5eda-4d2e-8aa8-4d994113a4fc,137045.6,52,Cream,5,L'Oréal Paris Pure Clay Detox Face Mask 50ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
0f6669b3-5008-471a-8964-5771c9f5931e,310978.24,7,Body Wash,5,L'Oréal Paris Dermo Expertise Age Perfect Reinforcing Eye Cream - Mature Skin (15ml),8c4451cf-3617-4d71-b003-c09d2eb5aa53
6956d3d6-96db-44a6-922e-7982d4636743,909111.84,50,Cream,4,"L'Oréal Paris Revitalift Filler Hyaluronic Serum, Day Cream and Micellar Water Bundle",8c4451cf-3617-4d71-b003-c09d2eb5aa53
2fe642a4-898b-400d-89a8-780aa7319671,184179.04,28,Serum,5,L'Oréal Paris Pure Clay Blemish Rescue Face Mask 50ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
1513aeca-3c95-4a19-8fe7-c62e5cb2c834,691375.84,3,Bath Salts,4,L'Oréal Paris Revitalift Laser Renew Anti-Ageing Cream SPF20 50ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
7b32c734-4bb5-4e2d-bf37-4df485a42a23,1357135.68,8,Serum,5,L'Oréal Paris Hyaluronic Acid Serum and Revitalift Laser Retinol Serum Bundle,8c4451cf-3617-4d71-b003-c09d2eb5aa53
a21a8bbb-f755-4882-9766-cfa449f33c02,299451.04,25,Bath Salts,5,L'Oréal Paris Hydra Genius Liquid Care Moisturiser Normal Dry Skin 70ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
1c83700c-b98a-484b-8aa7-dc5f289b8804,832520,23,Serum,5,Water Bank Blue Hyaluronic Cream Moisturizer 50ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
ff9ffeea-1b66-4b08-8032-a60f553240eb,691375.84,5,Bath Salts,4,L'Oréal Paris Dermo Expertise Revitalift Laser Renew Advanced Anti-Aging Moisturiser - Triple Action (50ml),8c4451cf-3617-4d71-b003-c09d2eb5aa53
c2f0ebbd-d33b-4884-8721-d9575ccf4436,281519.84,1,Moisturizer,4,L'Oréal Paris Men Expert Sensitive Skin Moisturiser 24Hour Daily Mens Moisturiser 50ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
78372d8c-11fb-43da-8bb3-4ba903d7c800,691375.84,7,Exfoliator,4,L'Oreal Paris Dermo Expertise Revitalift Laser Renew Anti-ageing Triple Action Super Serum (30ml),8c4451cf-3617-4d71-b003-c09d2eb5aa53
d569feaf-ed1c-4397-b717-507a81295c3c,299451.04,4,Exfoliator,5,L'Oréal Paris Dermo Expertise Age Perfect Re-Hydrating Day Cream (50ml),8c4451cf-3617-4d71-b003-c09d2eb5aa53
1227838b-52f6-42b2-a0bf-f507d08151d8,973151.84,3,Cream,5,L'Oréal Paris Pure Retinol Night Serum 50ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
ddc0c843-0fcb-4556-b81e-251f4a8fc605,742864,1,Body Wash,5,Collistar Anti-Water Talasso-Scrub 300g,9a420be2-4df3-4595-a500-2211de5a9701
ce9f2feb-cc90-4ca8-b0ab-3d3c3afa640e,1434496,4,Cream,5,Lancôme Rénergie H.P.N. 300-Peptide Cream 50ml Refill,8c4451cf-3617-4d71-b003-c09d2eb5aa53
4f49bcc4-9480-4634-93dd-fde75b3aea56,299451.04,7,Serum,5,L'Oréal Paris Dermo Expertise Revitalift Anti-Wrinkle + Firming Day Cream (50ml),8c4451cf-3617-4d71-b003-c09d2eb5aa53
9c5c3f53-0929-4577-8089-8b528107a832,358111.68,1,Exfoliator,5,L'Oréal Paris Detox Face Mask and Makeup Remover Duo Exclusive (Worth £13.98),8c4451cf-3617-4d71-b003-c09d2eb5aa53
0fbc81dd-040a-44f1-9633-0004c93c0e0b,184179.04,9,Serum,5,L'Oréal Paris Revitalift Filler [+ Hyaluronic Acid] Gel Face Wash Cleanser 150ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
02ef71bf-cbd5-4d97-a413-f0d3f471385b,1203952,2,Hair,4,Lab Series Anti-Age Max LS Eye Treatment 15ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
a2601500-f7a9-4132-a4e7-69183aec5fb2,222859.2,50,Body Wash,4,L'Oréal Paris Hydra Genius Liquid Care Moisturiser Combination Skin 70ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
d1e34110-e987-4c56-bd44-24fe4f583d0d,1152463.84,50,Bath Salts,4,L'Oréal Paris Hyaluronic Discovery Set Gift Set: Your Ultimate Trio for Smoother and Hydrated Skin,8c4451cf-3617-4d71-b003-c09d2eb5aa53
6341986c-e98c-4e24-b656-082bf2c89fea,276396.64,8,Cream,5,L'Oreal Men Expert Hydra Energetic Healthy Look Tinted Gel (50ml),8c4451cf-3617-4d71-b003-c09d2eb5aa53
f317dc71-8944-4498-970e-ccb707e1f6b3,212868.96,3,Exfoliator,4,L'Oréal Paris 3.5% Glycolic Acid Cleanser Gel Wash 150ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
adf6ae57-32ea-44bb-90d5-c73e736da959,299451.04,17,Serum,5,L'Oréal Paris Hydra Genius Liquid Care Moisturiser Sensitive Skin 70ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
9ca1798e-1783-41b5-aa6f-22c9d735b7d0,153439.84,11,Cream,5,L'Oréal Paris Pure Clay Glow Foam Wash 150ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
228a19cf-3ee4-4b3c-89ab-fef55b787145,255903.84,4,Hair,4,L’Oréal Paris Magic Retouch Precision Instant Grey Concealer Brush (Various Shades),8c4451cf-3617-4d71-b003-c09d2eb5aa53
8e10a437-9f3d-4a31-944c-0682777fb4ec,153696,77,Hair,4,L'Oréal Paris Préférence Infinia Hair Dye (Various Shades),8c4451cf-3617-4d71-b003-c09d2eb5aa53
7c080f4f-6889-4fd1-a680-acb6350d95b1,383983.84,3,Hair,5,L’Oréal Paris Elvive Bond Repair Leave-in Serum 150ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
041bedba-76a0-42dc-8650-a8843c71d3e2,271017.28,23,Hair,5,L'Oréal Paris Elvive Dream Lengths Shampoo and Conditioner Set,8c4451cf-3617-4d71-b003-c09d2eb5aa53
b7a75f77-3a8d-4b8f-9795-cd7e1fc83092,138070.24,9,Hair,5,L'Oréal Paris Elvive Colour Protect Anti-Brassiness Purple Shampoo 200ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
354b17a7-5ca5-4f6f-87ee-e37a0faedbc1,161124.64,21,Hair,4,L'Oréal Paris Elvive Dream Lengths Long Hair Mask 300ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
ce1975f0-3ab1-47d8-8125-6dc9441de057,307135.84,31,Hair,5,L'Oréal Paris Elvive Bond Repair Shampoo 200ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
8054bcc1-e661-4e73-aa18-5d9a321d7139,76848,74,Hair,4,L'Oréal Paris Excellence Crème Permanent Hair Dye (Various Shades),8c4451cf-3617-4d71-b003-c09d2eb5aa53
3fdb0730-fdf1-4337-8435-75b0ecccbeb7,115272,10,Hair,4,L'Oréal Paris Age Perfect Hair Dye (Various Shades),8c4451cf-3617-4d71-b003-c09d2eb5aa53
5a889d5c-567d-44ef-aaef-32b30d8e5b93,172908,1,Hair,5,L'Oréal Paris Elvive Extraordinary Oil Conditioner for Dry Hair 500ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
2f1f6309-a91b-47be-b102-66da3a2c738f,128080,134,Hair,4,L’Oréal Paris Magic Retouch Temporary Instant Root Concealer Spray 75ml (Various Colours),8c4451cf-3617-4d71-b003-c09d2eb5aa53
7e57ea8a-bbb5-4477-be77-4c487ab62af7,307135.84,9,Hair,5,L'Oréal Elvive Hydra Hyaluronic Acid 8 Second Wonder Water 200ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
98f5d7b6-4503-417b-997a-64dd6edd04a2,172908,23,Hair,5,L'Oréal Paris Hairspray by Elnett Care For Dry Damaged Hair Strong Hold Argan Oil Shine 400ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
38f00254-409b-4834-b1f5-01da96893972,128080,57,Hair,4,L'Oréal Paris Casting Crème Gloss Semi-Permanent Hair Dye (Various Shades),8c4451cf-3617-4d71-b003-c09d2eb5aa53
db6c430c-9f12-453f-baa8-c4e026da2b71,184435.2,19,Hair,4,L'Oréal Paris Elvive Dream Lengths No Haircut Cream 200ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
979f0b3f-dd1c-422e-bdf4-e06ff70227bc,138070.24,14,Hair,5,L'Oréal Paris Elvive Dream Lengths Super Blowdry Cream 150ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
6259bb08-a081-43cd-8ed8-1ab6819dc977,138326.4,21,Hair,5,L'Oreal Elvive Hydra Hyaluronic Acid Shampoo (Various Sizes),8c4451cf-3617-4d71-b003-c09d2eb5aa53
97b70d78-433a-41cf-bed2-b7b23e92ef4a,161124.64,7,Hair,4,L'Oréal Elvive Colour Protect Anti-Brassiness Purple Mask 250ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
2079ecaa-443d-42e0-a7d9-a931fec3b657,172908,3,Hair,5,L'Oréal Paris Elvive Dream Lengths Long Hair Conditioner 500ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
581745d8-bb50-4ff6-86fd-33253f055eee,307135.84,34,Hair,5,L'Oréal Paris Elvive Bond Repair Conditioner 150ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
44c1a547-044c-4b5f-8e3e-0a14936c762f,172908,4,Hair,5,L'Oréal Paris Hairspray by Elnett for Normal Hold & Shine 400ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
4dd4106a-49a7-42e4-8eb1-87032ed7bbc3,717248,50,Exfoliator,5,Cowshed BALANCE Restoring Body Oil 100ml,9a420be2-4df3-4595-a500-2211de5a9701
3e1ee1f1-c178-4e57-b4b5-8d5eb70899d4,199804.8,50,Hair,5,L'Oréal Paris Elvive Extraordinary Oil for All Hair Types 100ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
cf8ed76a-d1c2-4bb9-8b35-f819bf163410,161124.64,6,Hair,5,L'Oréal Paris Elvive Extraordinary Oil Coconut Hair Mask for Dry Hair 300ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
3118a484-0a9e-4492-ad0f-13663a1bfd75,299707.2,2,Hair,5,L'Oréal Paris Elvive Extraordinary Oil Coconut Oil for Dry Hair 100ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
a4405a63-5af9-4027-8816-fa389cb6b9a7,161380.8,5,Hair,5,L'Oréal Paris Elvive Dream Lengths Long Hair Shampoo 500ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
1fe3e3b2-d11e-46ec-a542-a23538cac9bd,138326.4,10,Hair,4,L'Oréal Elvive Hydra Hyaluronic Acid Conditioner (Various Sizes),8c4451cf-3617-4d71-b003-c09d2eb5aa53
1aa8b031-0e60-4d48-888a-2aa8c5d3325c,499255.84,136,Hair,5,L’Oréal Paris Elvive Bond Repair 3 Step Routine Bundle For Damaged Hair,8c4451cf-3617-4d71-b003-c09d2eb5aa53
a469d57d-0202-4d06-8a3f-31bb489d2ffc,307135.84,89,Hair,5,L’Oréal Paris Elvive Bond Repair Shampoo and Conditioner Bundle For Damaged Hair,8c4451cf-3617-4d71-b003-c09d2eb5aa53
bcd5396a-3dfb-4916-b43f-b89e00630d25,138326.4,5,Hair,5,L'Oréal Paris Elvive Rapid Reviver Dream Lengths Long Hair Power Conditioner 180ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
33374c04-e594-4065-8062-d4b9d1b48470,125262.24,50,Hair,4,L'Oréal Paris Colorista Permanent Gel Hair Dye (Various Shades),8c4451cf-3617-4d71-b003-c09d2eb5aa53
b66b28f8-c03d-48cf-81c1-a1a698439ff2,1152463.84,50,Hair,4,L'Oréal Paris Telescopic Mascara for More Length and Lash Paradise Volume Mascara Bundle,8c4451cf-3617-4d71-b003-c09d2eb5aa53
ea4e9ada-9794-42de-88cb-36ae44fb97ac,184179.04,2,Hair,5,L'Oréal Paris Elvive Dream Lengths Curls Leave-in Cream 75ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
9723838f-69c1-4e9c-a1db-dbc174d517a8,271017.28,7,Hair,4,L'Oréal Paris Elvive Extraordinary Oil Shampoo and Conditioner Set,8c4451cf-3617-4d71-b003-c09d2eb5aa53
7d1dc041-6d85-4c62-a2c7-9eb166477684,138070.24,3,Hair,5,L'Oréal Paris Elvive Colour Protect Anti-Brassiness Purple Conditioner 150ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
3be08c95-c280-47d5-970a-dd4789e78f12,161124.64,14,Hair,5,L'Oréal Paris Elvive Hydra Hyaluronic Acid Mask 100ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
7d64d61a-6692-4d7b-b833-578ae7dd58e0,460831.84,50,Moisturizer,5,L'Oréal Paris Men Expert Barber's Essentials Grooming Duo Gift Set,8c4451cf-3617-4d71-b003-c09d2eb5aa53
219fa61c-e66f-4575-befc-fd60c9c87ab5,299451.04,4,Hair,5,L'Oréal Paris Elvive Hydra Hyaluronic Acid Serum 100ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
642d96c6-8386-4fdc-b6ef-62d5b4ba8879,138070.24,2,Hair,5,L'Oreal Men Expert Barber Club Messy Clay 75ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
909dba8c-d6a7-45a6-bbcb-7b1ad3f0ed77,69163.2,70,Hair,5,L'Oréal Paris Hairspray by Elnett for Strong Hold & Shine 75ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
d3d2d4c2-af1d-47fc-acae-ec3c6adc8e4d,306879.68,79,Hair,4,L'Oréal Paris Elvive Colour Protect Anti-Brassiness Purple Shampoo and Conditioner Set,8c4451cf-3617-4d71-b003-c09d2eb5aa53
2a0f7f6f-c841-40d4-ae16-e99dbbf53cf6,99902.4,251,Hair,5,L'Oréal Paris Elnett Satin Heat Protect Spray - Straight (170ml),8c4451cf-3617-4d71-b003-c09d2eb5aa53
ad65e650-d986-4c30-80d7-591030572c98,64040,138,Hair,5,L'Oréal Paris Elvive Dream Lengths Air Volume Cleansing Dry Shampoo 150ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
fdbd89be-7adc-457d-ab7a-161078450736,91961.44,54,Hair,5,L'Oréal Paris Elvive Dream Lengths Heat Slayer Spray 150ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
816b8036-c9c0-4b60-9b02-37d673c1a560,161380.8,2,Hair,5,L'Oréal Paris Elvive Extraordinary Oil Shampoo for Dry Hair 500ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
abb6aa6b-797c-492c-8701-5dcc8f1d36c8,128080,133,Hair,4,L'Oréal Paris Elvive Dream Lengths Wonder Water 8 Second Hair Treatment 200ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
8d09d9d3-e67d-4976-b241-205a66a30f2e,198011.68,2,Hair,5,L'Oréal Paris Casting Creme Gloss - 515 Chocolate Truffle,8c4451cf-3617-4d71-b003-c09d2eb5aa53
87e1c16b-bcf8-43ab-bad7-c832a61c526f,115015.84,2,Hair,5,L'Oreal Men Expert Extreme Fix Extreme Hold Invincible Gel 150ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
267c93fe-929c-4aff-b924-39b6681376bd,192120,2,Hair,5,L'Oréal Paris Elvive Extraordinary Oil Coconut Conditioner for Dry Hair 500ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
c46d3479-6d71-4360-92b4-f45c7786628c,179312,6,Hair,5,L'Oréal Elvive Full Resist Reinforcing Fragile Hair Shampoo 400ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
7529ad8d-b8df-4ba8-bcec-680812f069f6,179055.84,6,Hair,5,L'Oréal Paris Elvive Dream Lengths More Than Shampoo Intense Care 200ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
5ab36ccd-67e2-4aec-aec5-a4e7f4d4a297,138070.24,1,Hair,5,L'Oreal Men Expert Barber Club Hair Slicked Pomade 75ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
8f3e0846-59ca-4cb3-a7df-307ca4ad6f48,115015.84,2,Hair,4,L'Oréal Men Expert InvisiControl Neat Look Control Hair Gel 150ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
94812de2-8266-43e0-a8d2-1dfa3d96d0fa,460575.68,50,Hair,5,L'Oréal Paris Magic Retouch Golden Brown Root Concealer Spray Duo Pack,8c4451cf-3617-4d71-b003-c09d2eb5aa53
445af190-1b29-456a-9407-dc033aeec0ea,299707.2,11,Hair,5,L'Oréal Paris Elvive Extraordinary Oil for Coloured Hair,8c4451cf-3617-4d71-b003-c09d2eb5aa53
13a6b12f-5669-469a-877d-f2a340e6b8a2,383983.84,50,Hair,4,L'Oréal Paris Magic Retouch Root Touch Up - Brown 75ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
cdf016de-09b1-4f41-9220-41b27941b461,230287.84,50,Hair,5,L'Oréal Paris Elvive All for Blonde 10-in-1 Bleach Rescue Leave in Spray 100ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
f89a827c-1cb2-4495-aa08-edbd1ddb27df,383983.84,29,Hair,4,L'Oréal Paris Elvive Bond Repair Pre-Shampoo Treatment 200ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
cf58d9b4-b100-4b9c-a877-521e64019304,345559.84,1,Hair,5,L'Oréal Paris Elvive Dream Lengths 3-in-1 Curls Hydration Mask 200ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
7d18633b-e242-4933-b0b4-1f79d7b1230c,217736,3,Hair,5,L'Oréal Paris Elvive Hydra Hyaluronic Conditioner with Hyaluronic Acid for Dry Hair 500ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
e276033f-3ded-4088-9687-0f6eb027b64a,128080,27,Hair,5,L'Oréal Paris Elvive Dream Lengths Colour Protect Wonder Water 8 Second Hair Treatment 200ml,8c4451cf-3617-4d71-b003-c09d2eb5aa53
2de195a2-edb5-46bb-a515-9dbc683f6a86,576360,67,Moisturizer,5,L'Oréal Paris Revitalift Pure Vitamin C Serum and SPF 50+ Invisible Fluid Face Duo,8c4451cf-3617-4d71-b003-c09d2eb5aa53
7adf2386-dd78-4fa4-9e5e-923ce9fbbe02,276396.64,50,Moisturizer,5,L'Oréal Paris Magic Retouch Golden Brown 75ml & Precision Instant Grey Concealer Brush Set,8c4451cf-3617-4d71-b003-c09d2eb5aa53
56b68256-7f42-4a4b-9a74-3e90ea206bbf,550744,6,Moisturizer,4,L'Oréal Paris Paradise Blush Kit (Worth £30.97),8c4451cf-3617-4d71-b003-c09d2eb5aa53
231bad9f-dff4-410d-9c48-f72db2c9d412,640400,50,Exfoliator,5,"Grown Alchemist Body Cleanser Refill Chamomile, Bergamot, Rose 500ml",9a420be2-4df3-4595-a500-2211de5a9701
8880e203-ac53-43aa-afaf-3d47df2adc17,640400,20,Serum,5,La Roche-Posay Hydraphase Intense Serum (30ml),8c4451cf-3617-4d71-b003-c09d2eb5aa53
